,index,FIPS,Confirmed,icu_beds,utility
285,285,8083.0,0,9.515235457063714,0
286,286,8085.0,4,12.232876712328768,0.03269876819708847
287,287,8087.0,3,5.507882882882883,0.05446738908198733
288,288,8089.0,1,6.5197484276729565,0.015338015125791016
289,289,8091.0,0,2.3607305936073057,0
290,290,8093.0,1,24.870644587745147,0.00402080451301509
291,291,8095.0,0,3.018018018018018,0
292,292,8097.0,23,15.88174093983007,0.14482039523965498
293,293,8099.0,0,4.864779874213836,0
294,294,8101.0,3,22.34830188679245,0.013423838711311488
295,295,8103.0,0,3.4891253891070173,0
296,296,8105.0,2,4.40146750524109,0.0454393903310312
297,297,8107.0,9,25.21413502109705,0.0356942643182864
298,298,8109.0,0,8.751802073461418,0
299,299,8111.0,0,2.3322708357049797,0
300,300,8113.0,1,7.511415525114155,0.01331306990881459
301,301,8115.0,0,2.2635135135135136,0
302,302,8117.0,11,12.36919831223629,0.08893058161350843
303,303,8119.0,7,9.059443250272006,0.07726744134955345
304,304,8121.0,1,9.871322271638727,0.010130355108282684
305,305,8123.0,107,49.321057405749976,0.2169458759161268
306,306,8125.0,2,6.639639639639639,0.030122116689280873
307,307,9001.0,752,157.77697841726612,0.4766221330536685
308,308,9003.0,189,176.49718625099925,0.10708386009690848
309,309,9005.0,52,77.76358113509191,0.06686934840316179
310,310,9007.0,25,43.37557687183588,0.057636121068473226
311,311,9009.0,222,138.4728697042367,0.16032021324766965
312,312,9011.0,15,66.41952245323482,0.022583721541450885
313,313,9013.0,33,34.45629629629631,0.0957734972912546
314,314,9015.0,3,61.48666666666668,0.004879106581372655
315,315,10001.0,21,64.83597883597884,0.03238942386159622
316,316,10003.0,105,191.3827160493829,0.05486388853051214
317,317,10005.0,37,15.612244897959187,0.23699346405228755
318,318,11001.0,271,345.1878914405021,0.07850796818772846
319,319,12001.0,57,81.2266260162602,0.0701740338058478
320,320,12003.0,7,14.130769230769232,0.04953728905824714
321,321,12005.0,3,49.722845528455274,0.006033443919220527
322,322,12007.0,1,18.54369918699187,0.005392667287773333
323,323,12009.0,16,217.86458333333343,0.007344011475017927
324,324,12011.0,614,586.1407232704412,0.10475300139088012
325,325,12013.0,0,13.29076785783572,0
326,326,12015.0,5,55.066875,0.0090798687958959
327,327,12017.0,11,50.403125,0.021824043648087297
328,328,12019.0,22,51.53356785490934,0.04269062072694075
329,329,12021.0,81,69.75694444444447,0.11611747137879537
330,330,12023.0,3,23.4635397123202,0.012785794627674039
331,331,12027.0,6,12.0575,0.04976155919552147
332,332,12029.0,0,14.88719512195122,0
333,333,12031.0,90,242.79230769230773,0.037068719703450236
334,334,12033.0,22,80.8231707317073,0.027219917012448143
335,335,12035.0,11,43.37882547559968,0.02535799408904566
336,336,12037.0,0,9.775702479338843,0
337,337,12039.0,1,10.123966942148762,0.009877551020408163
338,338,12041.0,0,7.57418699186992,0
339,339,12043.0,0,10.630208333333334,0
340,340,12045.0,0,3.08,0
341,341,12047.0,0,3.9372774306255467,0
342,342,12049.0,0,12.179166666666667,0
343,343,12051.0,0,12.954861111111107,0
344,344,12053.0,10,74.4986111111111,0.013423069035589777
345,345,12055.0,5,45.83666666666666,0.010908297578357939
346,346,12057.0,167,419.645833333333,0.0397954624435288
347,347,12059.0,0,4.7793713500515285,0
348,348,12061.0,14,78.33333333333333,0.01787234042553192
349,349,12063.0,1,15.220751173708924,0.006569977976693541
350,350,12065.0,0,7.472451790633608,0
351,351,12067.0,0,3.917682926829269,0
352,352,12069.0,29,148.72395833333334,0.019499212046926985
353,353,12071.0,76,143.98715277777774,0.05278248686345958
354,354,12073.0,14,30.37190082644629,0.046095238095238085
355,355,12075.0,0,28.724593495934965,0
356,356,12077.0,0,3.615702479338843,0
357,357,12079.0,0,5.303030303030303,0
358,358,12081.0,28,117.6497101449276,0.02379946364976846
359,359,12083.0,8,86.8835111788618,0.00920773100839685
360,360,12085.0,16,95.31469298245615,0.016786499016416073
361,361,12086.0,763,799.5440251572348,0.09542939175237433
362,362,12087.0,16,82.94025157232703,0.019290995260663513
363,363,12089.0,6,37.253846153846155,0.016105719595292178
364,364,12091.0,23,41.146341463414615,0.055898043864848874
365,365,12093.0,0,7.098958333333332,0
366,366,12095.0,156,357.39583333333326,0.04364908190032062
367,367,12097.0,53,86.90104166666666,0.06098891219658377
368,368,12099.0,194,531.2250548245619,0.03651936184826013
369,369,12101.0,23,198.6971230158731,0.011575406654560683
370,370,12103.0,77,355.29523809523783,0.021672117085723492
371,371,12105.0,26,215.71875000000009,0.01205273069679849
372,372,12107.0,12,47.963580753596,0.025018982760373492
373,373,12109.0,36,59.802970606629174,0.060197678534733845
374,374,12111.0,14,121.36650219298248,0.011535308134479214
375,375,12113.0,11,32.32926829268292,0.03402489626556018
376,376,12115.0,40,124.6621648550724,0.032086720174082095
377,377,12117.0,49,119.94791666666664,0.040851063829787246
378,378,12119.0,29,41.079861111111114,0.07059420167356945
379,379,12121.0,1,17.4989837398374,0.005714617573610546
380,380,12123.0,0,10.004249815225423,0
381,381,12125.0,0,7.3130081300812995,0
382,382,12127.0,39,262.38696564385015,0.014863543203947291
383,383,12129.0,0,5.061983471074381,0
384,384,12131.0,13,31.14937020496965,0.041734391143246764
385,385,12133.0,1,11.302535211267607,0.008847572525171966
386,386,13001.0,0,8.309737484737484,0
387,387,13003.0,0,8.069262555626192,0
388,388,13005.0,0,6.851282051282053,0
389,389,13007.0,1,3.3584403574800503,0.029775726038211776
390,390,13009.0,2,10.47056106846408,0.01910117315512089
391,391,13011.0,0,18.999603174603177,0
392,392,13013.0,6,10.482539682539684,0.05723803755299818
393,393,13015.0,98,25.005021367521373,0.3919212807683926
394,394,13017.0,2,3.6138744213806766,0.05534226613319625
395,395,13019.0,0,4.459366391184575,0
396,396,13021.0,10,32.281345565749234,0.030977643046608567
397,397,13023.0,0,4.788990825688073,0
398,398,13025.0,0,21.410256410256416,0
399,399,13027.0,0,8.436639118457299,0
400,400,13029.0,4,3.395833333333333,0.1177914110429448
401,401,13031.0,0,12.127976190476188,0
402,402,13033.0,3,18.95238095238096,0.01582914572864321
403,403,13035.0,3,11.874339231105285,0.025264563708449442
404,404,13037.0,2,4.1454545454545455,0.048245614035087724
405,405,13039.0,2,31.68717948717949,0.006311700922479365
406,406,13043.0,0,3.6383928571428568,0
407,407,13045.0,55,40.900579975579966,0.13447242076478674
408,408,13047.0,1,14.47947558770343,0.0069063274698238485
409,409,13049.0,1,6.851282051282053,0.01459580838323353
410,410,13051.0,10,30.319940476190467,0.03298159509202455
411,411,13053.0,0,2.872727272727273,0
412,412,13055.0,1,5.771367521367522,0.017326915957052942
413,413,13057.0,46,47.49900793650796,0.09684412790576241
414,414,13059.0,32,30.46488095238095,0.10503897930872787
415,415,13061.0,0,4.227379428083654,0
416,416,13063.0,46,54.705753968253966,0.08408621884033267
417,417,13065.0,1,16.125778766687862,0.006201250894411185
418,418,13067.0,144,110.39424603174602,0.13044158112968132
419,419,13069.0,3,34.25641025641026,0.008757485029940119
420,420,13071.0,4,14.007116620752985,0.028556912234696388
421,421,13073.0,10,19.62925170068027,0.05094437705770231
422,422,13075.0,0,5.4235537190082646,0
423,423,13077.0,19,38.98194444444445,0.048740513770620296
424,424,13079.0,0,7.804281345565747,0
425,425,13081.0,4,7.058817954355901,0.05666671142201159
426,426,13083.0,0,8.535324028994916,0
427,427,13085.0,2,8.844642857142857,0.022612558045628915
428,428,13087.0,2,10.429063360881543,0.019177177573796476
429,429,13089.0,181,171.65158730158728,0.10544615569559973
430,430,13091.0,1,6.030581039755352,0.01658215010141988
431,431,13093.0,0,11.351681957186544,0
432,432,13095.0,193,11.555555555555555,1.6701923076923078
433,433,13097.0,27,26.20634920634921,0.10302846759539673
434,434,13099.0,10,4.777845678293821,0.20929935107429049
435,435,13101.0,0,5.943886416613691,0
436,436,13103.0,4,10.672619047619047,0.037479085331846074
437,437,13105.0,0,6.224007936507936,0
438,438,13107.0,0,18.5871897038632,0
439,439,13109.0,0,7.2767857142857135,0
440,440,13111.0,2,18.344444444444445,0.010902483343428226
441,441,13113.0,19,22.930555555555557,0.08285887341005452
442,442,13115.0,20,20.433760683760685,0.09787723517724563
443,443,13117.0,19,18.344444444444445,0.10357359176256814
444,444,13119.0,1,21.29265873015873,0.004696454363322928
445,445,13121.0,307,250.9257936507938,0.12234692796358874
446,446,13123.0,0,15.723809523809527,0
447,447,13125.0,0,7.1071428571428585,0
448,448,13127.0,6,44.53333333333335,0.013473053892215566
449,449,13129.0,12,13.289926739926742,0.09029395146286676
450,450,13131.0,0,7.4724517906336105,0
451,451,13133.0,1,17.405130385487528,0.005745432397529204
452,452,13135.0,102,101.03481379731384,0.10095530062006391
453,453,13137.0,1,20.6375,0.0048455481526347675
454,454,13139.0,24,50.774801587301596,0.04726754068892753
455,455,13141.0,0,5.534828059664234,0
456,456,13143.0,1,9.51510989010989,0.010509600115490111
457,457,13145.0,1,12.416360396972642,0.008053889932542713
458,458,13147.0,0,16.051388888888887,0
459,459,13149.0,1,8.189484126984128,0.01221078134463961
460,460,13151.0,40,17.361706349206347,0.23039210084225686
461,461,13153.0,9,21.461773700305805,0.04193502422342549
462,462,13155.0,3,10.935739962011855,0.027432985883180133
463,463,13157.0,2,29.809722222222227,0.0067092205190327535
464,464,13159.0,2,13.020041502839662,0.015360934138065547
465,465,13161.0,0,8.606112637362637,0
466,466,13163.0,0,20.306122448979593,0
467,467,13165.0,0,10.012117346938776,0
468,468,13167.0,0,7.300817574736317,0
469,469,13169.0,2,9.116819571865443,0.021937474842345366
470,470,13171.0,3,9.293619848551039,0.03228020996003757
471,471,13173.0,0,2.772038567493113,0
472,472,13175.0,7,23.34762528864757,0.02998163587713413
473,473,13177.0,35,4.444444444444444,0.7875000000000001
474,474,13179.0,1,11.642857142857142,0.008588957055214725
475,475,13181.0,3,4.061224489795919,0.07386934673366835
476,476,13183.0,1,2.9107142857142856,0.0343558282208589
477,477,13185.0,16,13.860192837465567,0.11543850931677017
478,478,13187.0,4,9.499801587301588,0.0421061425677228
479,479,13189.0,0,14.891156462585034,0
480,480,13191.0,0,26.419986263736266,0
481,481,13193.0,1,9.003058103975533,0.011107336956521743
482,482,13195.0,3,20.30992063492064,0.014771106465289853
483,483,13197.0,0,2.393939393939394,0
484,484,13199.0,3,26.659974747474752,0.011252823862048714
485,485,13201.0,2,2.347485740891631,0.08519753560847414
486,486,13205.0,14,4.557392102846649,0.3071932299012694
487,487,13207.0,3,11.119990534440074,0.02697844023075924
488,488,13209.0,0,7.231289591524682,0
489,489,13211.0,1,18.016865079365076,0.005550355156654371
490,490,13213.0,0,22.89932844932845,0
491,491,13215.0,8,21.306060606060612,0.03754800170672734
492,492,13217.0,15,21.947817460317463,0.06834392543641574
493,493,13219.0,10,20.96507936507936,0.04769836462749849
494,494,13221.0,0,23.629138321995462,0
495,495,13223.0,12,17.954410866910862,0.06683594404155828
496,496,13225.0,6,2.6605504587155955,0.22551724137931045
497,497,13227.0,4,15.66135531135531,0.025540573727356717
498,498,13229.0,1,18.84102564102564,0.005307566684812194
499,499,13231.0,0,13.293299475753605,0
500,500,13233.0,10,8.423076923076925,0.11872146118721458
501,501,13235.0,1,3.7247706422018334,0.0268472906403941
502,502,13237.0,0,9.270330930537352,0
503,503,13239.0,0,1.556060606060606,0
504,504,13241.0,0,30.792460317460318,0
505,505,13243.0,3,2.6624768814909663,0.11267703471363191
506,506,13245.0,11,50.765306122448976,0.021668341708542718
507,507,13247.0,16,14.741071428571427,0.1085402786190188
508,508,13249.0,0,4.658743397275507,0
509,509,13251.0,0,9.20578231292517,0
510,510,13253.0,2,2.48839871183021,0.080372972003711
511,511,13255.0,11,21.29265873015873,0.05166099799655221
512,512,13257.0,1,8.844642857142857,0.011306279022814458
513,513,13259.0,0,6.104545454545455,0
514,514,13261.0,10,7.376146788990825,0.1355721393034826
515,515,13263.0,0,7.660606060606061,0
516,516,13265.0,0,8.079024943310658,0
517,517,13267.0,2,6.355059523809523,0.03147098768322953
518,518,13269.0,1,8.646510981373366,0.011565358583991128
519,519,13271.0,0,9.773550131061596,0
520,520,13273.0,6,4.940404040404039,0.12144755673686368
521,521,13275.0,3,8.436639118457299,0.0355591836734694
522,522,13277.0,11,7.472451790633608,0.14720737327188943
523,523,13279.0,1,1.3825892857142856,0.07232805941233453
524,524,13281.0,0,5.24126984126984,0
525,525,13283.0,0,2.9607211118392307,0
526,526,13285.0,11,15.200433268545511,0.07236635828507908
527,527,13287.0,2,2.4796821425261792,0.08065549877140696
528,528,13289.0,2,4.611620795107033,0.043368700265252
529,529,13291.0,0,13.758333333333333,0
530,530,13293.0,2,6.9174311926605485,0.028912466843501336
531,531,13295.0,0,22.45316958006832,0
532,532,13297.0,0,21.94781746031746,0
533,533,13299.0,2,28.689743589743596,0.006971132362141388
534,534,13301.0,0,20.644557823129254,0
535,535,13303.0,2,24.061520938650688,0.008312026513616372
536,536,13305.0,0,11.001900183150182,0
537,537,13307.0,0,3.5909090909090917,0
538,538,13309.0,0,3.388229030144167,0
539,539,13311.0,1,14.085912698412695,0.007099291479441637
540,540,13313.0,6,25.950884066706852,0.02312059960877239
541,541,13315.0,0,5.675840978593272,0
542,542,13317.0,1,10.829931972789119,0.00923366834170854
