,zipcode16,hsanum,hsacity,hsastate,hrrnum,hrrcity,hrrstate,icu_beds
0,501,33095,Patchogue,NY,301,East Long Island,NY,3.641434262948207
1,1001,22058,Springfield,MA,230,Springfield,MA,1.5426356589147288
2,1002,22046,Northampton,MA,230,Springfield,MA,1.5426356589147288
3,1003,22046,Northampton,MA,230,Springfield,MA,1.5426356589147288
4,1004,22046,Northampton,MA,230,Springfield,MA,1.5426356589147288
5,1005,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
6,1007,22063,Ware,MA,230,Springfield,MA,1.5426356589147288
7,1008,22066,Westfield,MA,230,Springfield,MA,1.5426356589147288
8,1009,22049,Palmer,MA,230,Springfield,MA,1.5426356589147288
9,1010,22057,Southbridge,MA,231,Worcester,MA,1.797872340425532
10,1011,22051,Pittsfield,MA,295,Albany,NY,0.8017241379310345
11,1012,22046,Northampton,MA,230,Springfield,MA,1.5426356589147288
12,1013,22058,Springfield,MA,230,Springfield,MA,1.5426356589147288
13,1014,22058,Springfield,MA,230,Springfield,MA,1.5426356589147288
14,1020,22058,Springfield,MA,230,Springfield,MA,1.5426356589147288
15,1021,22058,Springfield,MA,230,Springfield,MA,1.5426356589147288
16,1022,22023,Holyoke,MA,230,Springfield,MA,1.5426356589147288
17,1026,22046,Northampton,MA,230,Springfield,MA,1.5426356589147288
18,1027,22046,Northampton,MA,230,Springfield,MA,1.5426356589147288
19,1028,22058,Springfield,MA,230,Springfield,MA,1.5426356589147288
20,1029,22020,Great Barrington,MA,230,Springfield,MA,1.5426356589147288
21,1030,22058,Springfield,MA,230,Springfield,MA,1.5426356589147288
22,1031,22063,Ware,MA,230,Springfield,MA,1.5426356589147288
23,1032,22046,Northampton,MA,230,Springfield,MA,1.5426356589147288
24,1033,22023,Holyoke,MA,230,Springfield,MA,1.5426356589147288
25,1034,22066,Westfield,MA,230,Springfield,MA,1.5426356589147288
26,1035,22046,Northampton,MA,230,Springfield,MA,1.5426356589147288
27,1036,22058,Springfield,MA,230,Springfield,MA,1.5426356589147288
28,1037,22063,Ware,MA,230,Springfield,MA,1.5426356589147288
29,1038,22046,Northampton,MA,230,Springfield,MA,1.5426356589147288
30,1039,22046,Northampton,MA,230,Springfield,MA,1.5426356589147288
31,1040,22023,Holyoke,MA,230,Springfield,MA,1.5426356589147288
32,1041,22023,Holyoke,MA,230,Springfield,MA,1.5426356589147288
33,1050,22066,Westfield,MA,230,Springfield,MA,1.5426356589147288
34,1053,22046,Northampton,MA,230,Springfield,MA,1.5426356589147288
35,1054,22021,Greenfield,MA,230,Springfield,MA,1.5426356589147288
36,1056,22028,Ludlow,MA,230,Springfield,MA,1.5426356589147288
37,1057,22049,Palmer,MA,230,Springfield,MA,1.5426356589147288
38,1059,22046,Northampton,MA,230,Springfield,MA,1.5426356589147288
39,1060,22046,Northampton,MA,230,Springfield,MA,1.5426356589147288
40,1061,22046,Northampton,MA,230,Springfield,MA,1.5426356589147288
41,1062,22046,Northampton,MA,230,Springfield,MA,1.5426356589147288
42,1063,22046,Northampton,MA,230,Springfield,MA,1.5426356589147288
43,1066,22046,Northampton,MA,230,Springfield,MA,1.5426356589147288
44,1068,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
45,1069,22049,Palmer,MA,230,Springfield,MA,1.5426356589147288
46,1070,22046,Northampton,MA,230,Springfield,MA,1.5426356589147288
47,1071,22066,Westfield,MA,230,Springfield,MA,1.5426356589147288
48,1072,22021,Greenfield,MA,230,Springfield,MA,1.5426356589147288
49,1073,22046,Northampton,MA,230,Springfield,MA,1.5426356589147288
50,1074,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
51,1075,22023,Holyoke,MA,230,Springfield,MA,1.5426356589147288
52,1077,22066,Westfield,MA,230,Springfield,MA,1.5426356589147288
53,1079,22049,Palmer,MA,230,Springfield,MA,1.5426356589147288
54,1080,22049,Palmer,MA,230,Springfield,MA,1.5426356589147288
55,1081,22057,Southbridge,MA,231,Worcester,MA,1.797872340425532
56,1082,22063,Ware,MA,230,Springfield,MA,1.5426356589147288
57,1083,22063,Ware,MA,230,Springfield,MA,1.5426356589147288
58,1084,22046,Northampton,MA,230,Springfield,MA,1.5426356589147288
59,1085,22066,Westfield,MA,230,Springfield,MA,1.5426356589147288
60,1088,22046,Northampton,MA,230,Springfield,MA,1.5426356589147288
61,1089,22058,Springfield,MA,230,Springfield,MA,1.5426356589147288
62,1090,22058,Springfield,MA,230,Springfield,MA,1.5426356589147288
63,1092,22063,Ware,MA,230,Springfield,MA,1.5426356589147288
64,1093,22021,Greenfield,MA,230,Springfield,MA,1.5426356589147288
65,1094,22063,Ware,MA,230,Springfield,MA,1.5426356589147288
66,1095,22058,Springfield,MA,230,Springfield,MA,1.5426356589147288
67,1096,22046,Northampton,MA,230,Springfield,MA,1.5426356589147288
68,1098,22046,Northampton,MA,230,Springfield,MA,1.5426356589147288
69,1101,22058,Springfield,MA,230,Springfield,MA,1.5426356589147288
70,1103,22058,Springfield,MA,230,Springfield,MA,1.5426356589147288
71,1104,22058,Springfield,MA,230,Springfield,MA,1.5426356589147288
72,1105,22058,Springfield,MA,230,Springfield,MA,1.5426356589147288
73,1106,22058,Springfield,MA,230,Springfield,MA,1.5426356589147288
74,1107,22058,Springfield,MA,230,Springfield,MA,1.5426356589147288
75,1108,22058,Springfield,MA,230,Springfield,MA,1.5426356589147288
76,1109,22058,Springfield,MA,230,Springfield,MA,1.5426356589147288
77,1111,22058,Springfield,MA,230,Springfield,MA,1.5426356589147288
78,1115,22058,Springfield,MA,230,Springfield,MA,1.5426356589147288
79,1116,22058,Springfield,MA,230,Springfield,MA,1.5426356589147288
80,1118,22058,Springfield,MA,230,Springfield,MA,1.5426356589147288
81,1119,22058,Springfield,MA,230,Springfield,MA,1.5426356589147288
82,1128,22058,Springfield,MA,230,Springfield,MA,1.5426356589147288
83,1129,22058,Springfield,MA,230,Springfield,MA,1.5426356589147288
84,1138,22058,Springfield,MA,230,Springfield,MA,1.5426356589147288
85,1139,22058,Springfield,MA,230,Springfield,MA,1.5426356589147288
86,1144,22058,Springfield,MA,230,Springfield,MA,1.5426356589147288
87,1151,22058,Springfield,MA,230,Springfield,MA,1.5426356589147288
88,1152,22058,Springfield,MA,230,Springfield,MA,1.5426356589147288
89,1199,22058,Springfield,MA,230,Springfield,MA,1.5426356589147288
90,1201,22051,Pittsfield,MA,295,Albany,NY,0.8017241379310345
91,1202,22051,Pittsfield,MA,295,Albany,NY,0.8017241379310345
92,1220,22045,North Adams,MA,230,Springfield,MA,1.5426356589147288
93,1222,22020,Great Barrington,MA,230,Springfield,MA,1.5426356589147288
94,1223,22051,Pittsfield,MA,295,Albany,NY,0.8017241379310345
95,1224,22051,Pittsfield,MA,295,Albany,NY,0.8017241379310345
96,1225,22051,Pittsfield,MA,295,Albany,NY,0.8017241379310345
97,1226,22051,Pittsfield,MA,295,Albany,NY,0.8017241379310345
98,1227,22051,Pittsfield,MA,295,Albany,NY,0.8017241379310345
99,1229,22051,Pittsfield,MA,295,Albany,NY,0.8017241379310345
100,1230,22020,Great Barrington,MA,230,Springfield,MA,1.5426356589147288
101,1235,22051,Pittsfield,MA,295,Albany,NY,0.8017241379310345
102,1236,22020,Great Barrington,MA,230,Springfield,MA,1.5426356589147288
103,1237,22051,Pittsfield,MA,295,Albany,NY,0.8017241379310345
104,1238,22051,Pittsfield,MA,295,Albany,NY,0.8017241379310345
105,1240,22051,Pittsfield,MA,295,Albany,NY,0.8017241379310345
106,1242,22051,Pittsfield,MA,295,Albany,NY,0.8017241379310345
107,1243,22051,Pittsfield,MA,295,Albany,NY,0.8017241379310345
108,1244,22020,Great Barrington,MA,230,Springfield,MA,1.5426356589147288
109,1245,22020,Great Barrington,MA,230,Springfield,MA,1.5426356589147288
110,1247,22045,North Adams,MA,230,Springfield,MA,1.5426356589147288
111,1252,22020,Great Barrington,MA,230,Springfield,MA,1.5426356589147288
112,1253,22020,Great Barrington,MA,230,Springfield,MA,1.5426356589147288
113,1254,22051,Pittsfield,MA,295,Albany,NY,0.8017241379310345
114,1255,22020,Great Barrington,MA,230,Springfield,MA,1.5426356589147288
115,1256,22045,North Adams,MA,230,Springfield,MA,1.5426356589147288
116,1257,22020,Great Barrington,MA,230,Springfield,MA,1.5426356589147288
117,1258,22020,Great Barrington,MA,230,Springfield,MA,1.5426356589147288
118,1259,22020,Great Barrington,MA,230,Springfield,MA,1.5426356589147288
119,1260,22051,Pittsfield,MA,295,Albany,NY,0.8017241379310345
120,1262,22051,Pittsfield,MA,295,Albany,NY,0.8017241379310345
121,1263,22051,Pittsfield,MA,295,Albany,NY,0.8017241379310345
122,1264,22051,Pittsfield,MA,295,Albany,NY,0.8017241379310345
123,1266,22051,Pittsfield,MA,295,Albany,NY,0.8017241379310345
124,1267,22045,North Adams,MA,230,Springfield,MA,1.5426356589147288
125,1270,22051,Pittsfield,MA,295,Albany,NY,0.8017241379310345
126,1301,22021,Greenfield,MA,230,Springfield,MA,1.5426356589147288
127,1302,22021,Greenfield,MA,230,Springfield,MA,1.5426356589147288
128,1330,22021,Greenfield,MA,230,Springfield,MA,1.5426356589147288
129,1331,22002,Athol,MA,231,Worcester,MA,1.797872340425532
130,1337,22021,Greenfield,MA,230,Springfield,MA,1.5426356589147288
131,1338,22021,Greenfield,MA,230,Springfield,MA,1.5426356589147288
132,1339,22021,Greenfield,MA,230,Springfield,MA,1.5426356589147288
133,1340,22021,Greenfield,MA,230,Springfield,MA,1.5426356589147288
134,1341,22021,Greenfield,MA,230,Springfield,MA,1.5426356589147288
135,1342,22021,Greenfield,MA,230,Springfield,MA,1.5426356589147288
136,1343,22021,Greenfield,MA,230,Springfield,MA,1.5426356589147288
137,1344,22021,Greenfield,MA,230,Springfield,MA,1.5426356589147288
138,1346,22021,Greenfield,MA,230,Springfield,MA,1.5426356589147288
139,1347,22021,Greenfield,MA,230,Springfield,MA,1.5426356589147288
140,1349,22021,Greenfield,MA,230,Springfield,MA,1.5426356589147288
141,1350,22045,North Adams,MA,230,Springfield,MA,1.5426356589147288
142,1351,22021,Greenfield,MA,230,Springfield,MA,1.5426356589147288
143,1354,22021,Greenfield,MA,230,Springfield,MA,1.5426356589147288
144,1355,22002,Athol,MA,231,Worcester,MA,1.797872340425532
145,1360,22021,Greenfield,MA,230,Springfield,MA,1.5426356589147288
146,1364,22002,Athol,MA,231,Worcester,MA,1.797872340425532
147,1366,22002,Athol,MA,231,Worcester,MA,1.797872340425532
148,1367,22021,Greenfield,MA,230,Springfield,MA,1.5426356589147288
149,1368,22002,Athol,MA,231,Worcester,MA,1.797872340425532
150,1370,22021,Greenfield,MA,230,Springfield,MA,1.5426356589147288
151,1373,22021,Greenfield,MA,230,Springfield,MA,1.5426356589147288
152,1375,22021,Greenfield,MA,230,Springfield,MA,1.5426356589147288
153,1376,22021,Greenfield,MA,230,Springfield,MA,1.5426356589147288
154,1378,22002,Athol,MA,231,Worcester,MA,1.797872340425532
155,1379,22021,Greenfield,MA,230,Springfield,MA,1.5426356589147288
156,1380,22021,Greenfield,MA,230,Springfield,MA,1.5426356589147288
157,1420,22016,Fitchburg,MA,231,Worcester,MA,1.797872340425532
158,1430,22018,Gardner,MA,231,Worcester,MA,1.797872340425532
159,1431,22016,Fitchburg,MA,231,Worcester,MA,1.797872340425532
160,1432,22004,Ayer,MA,227,Boston,MA,2.9655172413793105
161,1434,22004,Ayer,MA,227,Boston,MA,2.9655172413793105
162,1436,22018,Gardner,MA,231,Worcester,MA,1.797872340425532
163,1438,22018,Gardner,MA,231,Worcester,MA,1.797872340425532
164,1440,22018,Gardner,MA,231,Worcester,MA,1.797872340425532
165,1441,22018,Gardner,MA,231,Worcester,MA,1.797872340425532
166,1450,22004,Ayer,MA,227,Boston,MA,2.9655172413793105
167,1451,22004,Ayer,MA,227,Boston,MA,2.9655172413793105
168,1452,22018,Gardner,MA,231,Worcester,MA,1.797872340425532
169,1453,22026,Leominster,MA,231,Worcester,MA,1.797872340425532
170,1460,22004,Ayer,MA,227,Boston,MA,2.9655172413793105
171,1462,22016,Fitchburg,MA,231,Worcester,MA,1.797872340425532
172,1463,22004,Ayer,MA,227,Boston,MA,2.9655172413793105
173,1464,22004,Ayer,MA,227,Boston,MA,2.9655172413793105
174,1467,22004,Ayer,MA,227,Boston,MA,2.9655172413793105
175,1468,22018,Gardner,MA,231,Worcester,MA,1.797872340425532
176,1469,22004,Ayer,MA,227,Boston,MA,2.9655172413793105
177,1472,22004,Ayer,MA,227,Boston,MA,2.9655172413793105
178,1473,22018,Gardner,MA,231,Worcester,MA,1.797872340425532
179,1474,22016,Fitchburg,MA,231,Worcester,MA,1.797872340425532
180,1475,22018,Gardner,MA,231,Worcester,MA,1.797872340425532
181,1501,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
182,1503,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
183,1504,41009,Woonsocket,RI,364,Providence,RI,2.825242718446602
184,1505,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
185,1506,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
186,1507,22057,Southbridge,MA,231,Worcester,MA,1.797872340425532
187,1508,22057,Southbridge,MA,231,Worcester,MA,1.797872340425532
188,1509,22057,Southbridge,MA,231,Worcester,MA,1.797872340425532
189,1510,22010,Clinton,MA,231,Worcester,MA,1.797872340425532
190,1515,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
191,1516,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
192,1518,22057,Southbridge,MA,231,Worcester,MA,1.797872340425532
193,1519,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
194,1520,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
195,1521,22057,Southbridge,MA,231,Worcester,MA,1.797872340425532
196,1522,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
197,1523,22010,Clinton,MA,231,Worcester,MA,1.797872340425532
198,1524,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
199,1525,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
200,1526,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
201,1527,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
202,1529,41009,Woonsocket,RI,364,Providence,RI,2.825242718446602
203,1531,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
204,1532,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
205,1534,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
206,1535,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
207,1536,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
208,1537,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
209,1538,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
210,1540,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
211,1541,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
212,1542,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
213,1543,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
214,1545,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
215,1546,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
216,1550,22057,Southbridge,MA,231,Worcester,MA,1.797872340425532
217,1560,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
218,1561,22010,Clinton,MA,231,Worcester,MA,1.797872340425532
219,1562,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
220,1564,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
221,1566,22057,Southbridge,MA,231,Worcester,MA,1.797872340425532
222,1568,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
223,1569,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
224,1570,22065,Webster,MA,231,Worcester,MA,1.797872340425532
225,1571,22065,Webster,MA,231,Worcester,MA,1.797872340425532
226,1581,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
227,1583,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
228,1585,22063,Ware,MA,230,Springfield,MA,1.5426356589147288
229,1586,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
230,1588,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
231,1590,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
232,1601,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
233,1602,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
234,1603,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
235,1604,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
236,1605,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
237,1606,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
238,1607,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
239,1608,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
240,1609,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
241,1610,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
242,1611,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
243,1612,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
244,1613,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
245,1614,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
246,1653,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
247,1655,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
248,1701,22039,Natick,MA,227,Boston,MA,2.9655172413793105
249,1702,22039,Natick,MA,227,Boston,MA,2.9655172413793105
250,1703,22039,Natick,MA,227,Boston,MA,2.9655172413793105
251,1704,22039,Natick,MA,227,Boston,MA,2.9655172413793105
252,1718,22011,Concord,MA,227,Boston,MA,2.9655172413793105
253,1719,22011,Concord,MA,227,Boston,MA,2.9655172413793105
254,1720,22011,Concord,MA,227,Boston,MA,2.9655172413793105
255,1721,22039,Natick,MA,227,Boston,MA,2.9655172413793105
256,1730,22011,Concord,MA,227,Boston,MA,2.9655172413793105
257,1731,22011,Concord,MA,227,Boston,MA,2.9655172413793105
258,1740,22031,Marlborough,MA,231,Worcester,MA,1.797872340425532
259,1741,22011,Concord,MA,227,Boston,MA,2.9655172413793105
260,1742,22011,Concord,MA,227,Boston,MA,2.9655172413793105
261,1745,22039,Natick,MA,227,Boston,MA,2.9655172413793105
262,1746,22039,Natick,MA,227,Boston,MA,2.9655172413793105
263,1747,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
264,1748,22039,Natick,MA,227,Boston,MA,2.9655172413793105
265,1749,22031,Marlborough,MA,231,Worcester,MA,1.797872340425532
266,1752,22031,Marlborough,MA,231,Worcester,MA,1.797872340425532
267,1754,22011,Concord,MA,227,Boston,MA,2.9655172413793105
268,1756,22070,Worcester,MA,231,Worcester,MA,1.797872340425532
269,1757,22039,Natick,MA,227,Boston,MA,2.9655172413793105
270,1760,22039,Natick,MA,227,Boston,MA,2.9655172413793105
271,1770,22039,Natick,MA,227,Boston,MA,2.9655172413793105
272,1772,22039,Natick,MA,227,Boston,MA,2.9655172413793105
273,1773,22011,Concord,MA,227,Boston,MA,2.9655172413793105
274,1775,22011,Concord,MA,227,Boston,MA,2.9655172413793105
275,1776,22011,Concord,MA,227,Boston,MA,2.9655172413793105
276,1778,22039,Natick,MA,227,Boston,MA,2.9655172413793105
277,1784,22039,Natick,MA,227,Boston,MA,2.9655172413793105
278,1801,22067,Winchester,MA,227,Boston,MA,2.9655172413793105
279,1803,22008,Burlington,MA,227,Boston,MA,2.9655172413793105
280,1805,22008,Burlington,MA,227,Boston,MA,2.9655172413793105
281,1810,22025,Lawrence,MA,227,Boston,MA,2.9655172413793105
282,1812,22025,Lawrence,MA,227,Boston,MA,2.9655172413793105
283,1821,22027,Lowell,MA,227,Boston,MA,2.9655172413793105
284,1822,22027,Lowell,MA,227,Boston,MA,2.9655172413793105
285,1824,22027,Lowell,MA,227,Boston,MA,2.9655172413793105
286,1826,22027,Lowell,MA,227,Boston,MA,2.9655172413793105
287,1827,22027,Lowell,MA,227,Boston,MA,2.9655172413793105
288,1830,22022,Haverhill,MA,227,Boston,MA,2.9655172413793105
289,1831,22022,Haverhill,MA,227,Boston,MA,2.9655172413793105
290,1832,22022,Haverhill,MA,227,Boston,MA,2.9655172413793105
291,1833,22022,Haverhill,MA,227,Boston,MA,2.9655172413793105
292,1834,22022,Haverhill,MA,227,Boston,MA,2.9655172413793105
293,1835,22022,Haverhill,MA,227,Boston,MA,2.9655172413793105
294,1840,22025,Lawrence,MA,227,Boston,MA,2.9655172413793105
295,1841,22025,Lawrence,MA,227,Boston,MA,2.9655172413793105
296,1842,22025,Lawrence,MA,227,Boston,MA,2.9655172413793105
297,1843,22025,Lawrence,MA,227,Boston,MA,2.9655172413793105
298,1844,22034,Methuen,MA,227,Boston,MA,2.9655172413793105
299,1845,22025,Lawrence,MA,227,Boston,MA,2.9655172413793105
300,1850,22027,Lowell,MA,227,Boston,MA,2.9655172413793105
301,1851,22027,Lowell,MA,227,Boston,MA,2.9655172413793105
302,1852,22027,Lowell,MA,227,Boston,MA,2.9655172413793105
303,1853,22027,Lowell,MA,227,Boston,MA,2.9655172413793105
304,1854,22027,Lowell,MA,227,Boston,MA,2.9655172413793105
305,1860,22042,Newburyport,MA,227,Boston,MA,2.9655172413793105
306,1862,22027,Lowell,MA,227,Boston,MA,2.9655172413793105
307,1863,22027,Lowell,MA,227,Boston,MA,2.9655172413793105
308,1864,22067,Winchester,MA,227,Boston,MA,2.9655172413793105
309,1865,22027,Lowell,MA,227,Boston,MA,2.9655172413793105
310,1866,22027,Lowell,MA,227,Boston,MA,2.9655172413793105
311,1867,22067,Winchester,MA,227,Boston,MA,2.9655172413793105
312,1876,22027,Lowell,MA,227,Boston,MA,2.9655172413793105
313,1879,22027,Lowell,MA,227,Boston,MA,2.9655172413793105
314,1880,22033,Melrose,MA,227,Boston,MA,2.9655172413793105
315,1885,22005,Beverly,MA,227,Boston,MA,2.9655172413793105
316,1886,22027,Lowell,MA,227,Boston,MA,2.9655172413793105
317,1887,22067,Winchester,MA,227,Boston,MA,2.9655172413793105
318,1888,22067,Winchester,MA,227,Boston,MA,2.9655172413793105
319,1889,22067,Winchester,MA,227,Boston,MA,2.9655172413793105
320,1890,22067,Winchester,MA,227,Boston,MA,2.9655172413793105
321,1899,22025,Lawrence,MA,227,Boston,MA,2.9655172413793105
322,1901,22029,Lynn,MA,227,Boston,MA,2.9655172413793105
323,1902,22029,Lynn,MA,227,Boston,MA,2.9655172413793105
324,1903,22029,Lynn,MA,227,Boston,MA,2.9655172413793105
325,1904,22029,Lynn,MA,227,Boston,MA,2.9655172413793105
326,1905,22029,Lynn,MA,227,Boston,MA,2.9655172413793105
327,1906,22033,Melrose,MA,227,Boston,MA,2.9655172413793105
328,1907,22054,Salem,MA,227,Boston,MA,2.9655172413793105
329,1908,22029,Lynn,MA,227,Boston,MA,2.9655172413793105
330,1910,22029,Lynn,MA,227,Boston,MA,2.9655172413793105
331,1913,22042,Newburyport,MA,227,Boston,MA,2.9655172413793105
332,1915,22005,Beverly,MA,227,Boston,MA,2.9655172413793105
333,1921,22005,Beverly,MA,227,Boston,MA,2.9655172413793105
334,1922,22042,Newburyport,MA,227,Boston,MA,2.9655172413793105
335,1923,22005,Beverly,MA,227,Boston,MA,2.9655172413793105
336,1929,22005,Beverly,MA,227,Boston,MA,2.9655172413793105
337,1930,22019,Gloucester,MA,227,Boston,MA,2.9655172413793105
338,1931,22019,Gloucester,MA,227,Boston,MA,2.9655172413793105
339,1936,22005,Beverly,MA,227,Boston,MA,2.9655172413793105
340,1937,22005,Beverly,MA,227,Boston,MA,2.9655172413793105
341,1938,22005,Beverly,MA,227,Boston,MA,2.9655172413793105
342,1940,22029,Lynn,MA,227,Boston,MA,2.9655172413793105
343,1944,22005,Beverly,MA,227,Boston,MA,2.9655172413793105
344,1945,22054,Salem,MA,227,Boston,MA,2.9655172413793105
345,1949,22005,Beverly,MA,227,Boston,MA,2.9655172413793105
346,1950,22042,Newburyport,MA,227,Boston,MA,2.9655172413793105
347,1951,22042,Newburyport,MA,227,Boston,MA,2.9655172413793105
348,1952,22042,Newburyport,MA,227,Boston,MA,2.9655172413793105
349,1960,22054,Salem,MA,227,Boston,MA,2.9655172413793105
350,1961,22054,Salem,MA,227,Boston,MA,2.9655172413793105
351,1965,22005,Beverly,MA,227,Boston,MA,2.9655172413793105
352,1966,22019,Gloucester,MA,227,Boston,MA,2.9655172413793105
353,1969,22042,Newburyport,MA,227,Boston,MA,2.9655172413793105
354,1970,22054,Salem,MA,227,Boston,MA,2.9655172413793105
355,1971,22054,Salem,MA,227,Boston,MA,2.9655172413793105
356,1982,22005,Beverly,MA,227,Boston,MA,2.9655172413793105
357,1983,22005,Beverly,MA,227,Boston,MA,2.9655172413793105
358,1984,22005,Beverly,MA,227,Boston,MA,2.9655172413793105
359,1985,22042,Newburyport,MA,227,Boston,MA,2.9655172413793105
360,2018,22056,South Weymouth,MA,227,Boston,MA,2.9655172413793105
361,2019,41009,Woonsocket,RI,364,Providence,RI,2.825242718446602
362,2020,22056,South Weymouth,MA,227,Boston,MA,2.9655172413793105
363,2021,22047,Norwood,MA,227,Boston,MA,2.9655172413793105
364,2025,22056,South Weymouth,MA,227,Boston,MA,2.9655172413793105
365,2026,22006,Boston,MA,227,Boston,MA,2.9655172413793105
366,2027,22006,Boston,MA,227,Boston,MA,2.9655172413793105
367,2030,22039,Natick,MA,227,Boston,MA,2.9655172413793105
368,2032,22047,Norwood,MA,227,Boston,MA,2.9655172413793105
369,2035,22047,Norwood,MA,227,Boston,MA,2.9655172413793105
370,2038,22044,Norfolk,MA,227,Boston,MA,2.9655172413793105
371,2041,22056,South Weymouth,MA,227,Boston,MA,2.9655172413793105
372,2043,22056,South Weymouth,MA,227,Boston,MA,2.9655172413793105
373,2044,22056,South Weymouth,MA,227,Boston,MA,2.9655172413793105
374,2045,22056,South Weymouth,MA,227,Boston,MA,2.9655172413793105
375,2047,22056,South Weymouth,MA,227,Boston,MA,2.9655172413793105
376,2048,22003,Attleboro,MA,364,Providence,RI,2.825242718446602
377,2050,22056,South Weymouth,MA,227,Boston,MA,2.9655172413793105
378,2051,22056,South Weymouth,MA,227,Boston,MA,2.9655172413793105
379,2052,22039,Natick,MA,227,Boston,MA,2.9655172413793105
380,2053,22039,Natick,MA,227,Boston,MA,2.9655172413793105
381,2054,22039,Natick,MA,227,Boston,MA,2.9655172413793105
382,2056,22044,Norfolk,MA,227,Boston,MA,2.9655172413793105
383,2059,22056,South Weymouth,MA,227,Boston,MA,2.9655172413793105
384,2060,22056,South Weymouth,MA,227,Boston,MA,2.9655172413793105
385,2061,22056,South Weymouth,MA,227,Boston,MA,2.9655172413793105
386,2062,22047,Norwood,MA,227,Boston,MA,2.9655172413793105
387,2065,22056,South Weymouth,MA,227,Boston,MA,2.9655172413793105
388,2066,22056,South Weymouth,MA,227,Boston,MA,2.9655172413793105
389,2067,22047,Norwood,MA,227,Boston,MA,2.9655172413793105
390,2070,22044,Norfolk,MA,227,Boston,MA,2.9655172413793105
391,2071,22047,Norwood,MA,227,Boston,MA,2.9655172413793105
392,2072,22060,Stoughton,MA,227,Boston,MA,2.9655172413793105
393,2081,22047,Norwood,MA,227,Boston,MA,2.9655172413793105
394,2090,22047,Norwood,MA,227,Boston,MA,2.9655172413793105
395,2093,22044,Norfolk,MA,227,Boston,MA,2.9655172413793105
396,2108,22006,Boston,MA,227,Boston,MA,2.9655172413793105
397,2109,22006,Boston,MA,227,Boston,MA,2.9655172413793105
398,2110,22006,Boston,MA,227,Boston,MA,2.9655172413793105
399,2111,22006,Boston,MA,227,Boston,MA,2.9655172413793105
400,2112,22006,Boston,MA,227,Boston,MA,2.9655172413793105
401,2113,22006,Boston,MA,227,Boston,MA,2.9655172413793105
402,2114,22006,Boston,MA,227,Boston,MA,2.9655172413793105
