,zipcode16,hsanum,hsacity,hsastate,hrrnum,hrrcity,hrrstate,icu_beds
6910,19354,39135,West Chester,PA,356,Philadelphia,PA,5.534426229508196
6911,19355,39093,Paoli,PA,356,Philadelphia,PA,5.534426229508196
6912,19357,39135,West Chester,PA,356,Philadelphia,PA,5.534426229508196
6913,19358,39017,Coatesville,PA,355,Lancaster,PA,1.2333333333333334
6914,19360,39136,West Grove,PA,355,Lancaster,PA,1.2333333333333334
6915,19362,39136,West Grove,PA,355,Lancaster,PA,1.2333333333333334
6916,19363,39136,West Grove,PA,355,Lancaster,PA,1.2333333333333334
6917,19365,39017,Coatesville,PA,355,Lancaster,PA,1.2333333333333334
6918,19366,39135,West Chester,PA,356,Philadelphia,PA,5.534426229508196
6919,19367,39017,Coatesville,PA,355,Lancaster,PA,1.2333333333333334
6920,19369,39017,Coatesville,PA,355,Lancaster,PA,1.2333333333333334
6921,19371,39017,Coatesville,PA,355,Lancaster,PA,1.2333333333333334
6922,19372,39017,Coatesville,PA,355,Lancaster,PA,1.2333333333333334
6923,19373,39079,Media,PA,356,Philadelphia,PA,5.534426229508196
6924,19374,39135,West Chester,PA,356,Philadelphia,PA,5.534426229508196
6925,19375,39135,West Chester,PA,356,Philadelphia,PA,5.534426229508196
6926,19376,39017,Coatesville,PA,355,Lancaster,PA,1.2333333333333334
6927,19380,39135,West Chester,PA,356,Philadelphia,PA,5.534426229508196
6928,19381,39135,West Chester,PA,356,Philadelphia,PA,5.534426229508196
6929,19382,39135,West Chester,PA,356,Philadelphia,PA,5.534426229508196
6930,19383,39135,West Chester,PA,356,Philadelphia,PA,5.534426229508196
6931,19390,39136,West Grove,PA,355,Lancaster,PA,1.2333333333333334
6932,19395,39135,West Chester,PA,356,Philadelphia,PA,5.534426229508196
6933,19399,39015,Bryn Mawr,PA,356,Philadelphia,PA,5.534426229508196
6934,19401,39090,Norristown,PA,356,Philadelphia,PA,5.534426229508196
6935,19403,39090,Norristown,PA,356,Philadelphia,PA,5.534426229508196
6936,19404,39090,Norristown,PA,356,Philadelphia,PA,5.534426229508196
6937,19405,39090,Norristown,PA,356,Philadelphia,PA,5.534426229508196
6938,19406,39090,Norristown,PA,356,Philadelphia,PA,5.534426229508196
6939,19407,39090,Norristown,PA,356,Philadelphia,PA,5.534426229508196
6940,19408,39090,Norristown,PA,356,Philadelphia,PA,5.534426229508196
6941,19409,39090,Norristown,PA,356,Philadelphia,PA,5.534426229508196
6942,19421,39097,Phoenixville,PA,356,Philadelphia,PA,5.534426229508196
6943,19422,39090,Norristown,PA,356,Philadelphia,PA,5.534426229508196
6944,19423,39065,Lansdale,PA,356,Philadelphia,PA,5.534426229508196
6945,19425,39097,Phoenixville,PA,356,Philadelphia,PA,5.534426229508196
6946,19426,39090,Norristown,PA,356,Philadelphia,PA,5.534426229508196
6947,19428,39090,Norristown,PA,356,Philadelphia,PA,5.534426229508196
6948,19430,39110,Sellersville,PA,346,Allentown,PA,1.7771739130434783
6949,19432,39093,Paoli,PA,356,Philadelphia,PA,5.534426229508196
6950,19435,39099,Pottstown,PA,358,Reading,PA,0.99
6951,19436,39095,Philadelphia,PA,356,Philadelphia,PA,5.534426229508196
6952,19437,39095,Philadelphia,PA,356,Philadelphia,PA,5.534426229508196
6953,19438,39110,Sellersville,PA,346,Allentown,PA,1.7771739130434783
6954,19440,39065,Lansdale,PA,356,Philadelphia,PA,5.534426229508196
6955,19442,39097,Phoenixville,PA,356,Philadelphia,PA,5.534426229508196
6956,19443,39065,Lansdale,PA,356,Philadelphia,PA,5.534426229508196
6957,19444,39095,Philadelphia,PA,356,Philadelphia,PA,5.534426229508196
6958,19446,39065,Lansdale,PA,356,Philadelphia,PA,5.534426229508196
6959,19450,39110,Sellersville,PA,346,Allentown,PA,1.7771739130434783
6960,19451,39110,Sellersville,PA,346,Allentown,PA,1.7771739130434783
6961,19453,39097,Phoenixville,PA,356,Philadelphia,PA,5.534426229508196
6962,19454,39065,Lansdale,PA,356,Philadelphia,PA,5.534426229508196
6963,19456,39097,Phoenixville,PA,356,Philadelphia,PA,5.534426229508196
6964,19457,39099,Pottstown,PA,358,Reading,PA,0.99
6965,19460,39097,Phoenixville,PA,356,Philadelphia,PA,5.534426229508196
6966,19462,39090,Norristown,PA,356,Philadelphia,PA,5.534426229508196
6967,19464,39099,Pottstown,PA,358,Reading,PA,0.99
6968,19465,39099,Pottstown,PA,358,Reading,PA,0.99
6969,19468,39097,Phoenixville,PA,356,Philadelphia,PA,5.534426229508196
6970,19470,39103,Reading,PA,358,Reading,PA,0.99
6971,19472,39099,Pottstown,PA,358,Reading,PA,0.99
6972,19473,39090,Norristown,PA,356,Philadelphia,PA,5.534426229508196
6973,19474,39110,Sellersville,PA,346,Allentown,PA,1.7771739130434783
6974,19475,39097,Phoenixville,PA,356,Philadelphia,PA,5.534426229508196
6975,19477,39095,Philadelphia,PA,356,Philadelphia,PA,5.534426229508196
6976,19480,39097,Phoenixville,PA,356,Philadelphia,PA,5.534426229508196
6977,19481,39097,Phoenixville,PA,356,Philadelphia,PA,5.534426229508196
6978,19482,39097,Phoenixville,PA,356,Philadelphia,PA,5.534426229508196
6979,19484,39090,Norristown,PA,356,Philadelphia,PA,5.534426229508196
6980,19486,39065,Lansdale,PA,356,Philadelphia,PA,5.534426229508196
6981,19490,39065,Lansdale,PA,356,Philadelphia,PA,5.534426229508196
6982,19492,39099,Pottstown,PA,358,Reading,PA,0.99
6983,19501,39040,Ephrata,PA,355,Lancaster,PA,1.2333333333333334
6984,19503,39003,Allentown,PA,346,Allentown,PA,1.7771739130434783
6985,19504,39003,Allentown,PA,346,Allentown,PA,1.7771739130434783
6986,19505,39099,Pottstown,PA,358,Reading,PA,0.99
6987,19506,39103,Reading,PA,358,Reading,PA,0.99
6988,19507,39067,Lebanon,PA,352,Harrisburg,PA,1.3259668508287292
6989,19508,39103,Reading,PA,358,Reading,PA,0.99
6990,19510,39103,Reading,PA,358,Reading,PA,0.99
6991,19511,39103,Reading,PA,358,Reading,PA,0.99
6992,19512,39099,Pottstown,PA,358,Reading,PA,0.99
6993,19516,39103,Reading,PA,358,Reading,PA,0.99
6994,19518,39103,Reading,PA,358,Reading,PA,0.99
6995,19519,39099,Pottstown,PA,358,Reading,PA,0.99
6996,19520,39103,Reading,PA,358,Reading,PA,0.99
6997,19522,39103,Reading,PA,358,Reading,PA,0.99
6998,19523,39103,Reading,PA,358,Reading,PA,0.99
6999,19525,39099,Pottstown,PA,358,Reading,PA,0.99
7000,19526,39103,Reading,PA,358,Reading,PA,0.99
7001,19529,39003,Allentown,PA,346,Allentown,PA,1.7771739130434783
7002,19530,39103,Reading,PA,358,Reading,PA,0.99
7003,19533,39103,Reading,PA,358,Reading,PA,0.99
7004,19534,39103,Reading,PA,358,Reading,PA,0.99
7005,19535,39103,Reading,PA,358,Reading,PA,0.99
7006,19536,39103,Reading,PA,358,Reading,PA,0.99
7007,19538,39103,Reading,PA,358,Reading,PA,0.99
7008,19539,39003,Allentown,PA,346,Allentown,PA,1.7771739130434783
7009,19540,39103,Reading,PA,358,Reading,PA,0.99
7010,19541,39103,Reading,PA,358,Reading,PA,0.99
7011,19543,39103,Reading,PA,358,Reading,PA,0.99
7012,19544,39067,Lebanon,PA,352,Harrisburg,PA,1.3259668508287292
7013,19545,39099,Pottstown,PA,358,Reading,PA,0.99
7014,19547,39103,Reading,PA,358,Reading,PA,0.99
7015,19548,39099,Pottstown,PA,358,Reading,PA,0.99
7016,19549,39103,Reading,PA,358,Reading,PA,0.99
7017,19550,39067,Lebanon,PA,352,Harrisburg,PA,1.3259668508287292
7018,19551,39103,Reading,PA,358,Reading,PA,0.99
7019,19554,39103,Reading,PA,358,Reading,PA,0.99
7020,19555,39103,Reading,PA,358,Reading,PA,0.99
7021,19559,39103,Reading,PA,358,Reading,PA,0.99
7022,19560,39103,Reading,PA,358,Reading,PA,0.99
7023,19562,39003,Allentown,PA,346,Allentown,PA,1.7771739130434783
7024,19564,39103,Reading,PA,358,Reading,PA,0.99
7025,19565,39103,Reading,PA,358,Reading,PA,0.99
7026,19567,39103,Reading,PA,358,Reading,PA,0.99
7027,19601,39103,Reading,PA,358,Reading,PA,0.99
7028,19602,39103,Reading,PA,358,Reading,PA,0.99
7029,19603,39103,Reading,PA,358,Reading,PA,0.99
7030,19604,39103,Reading,PA,358,Reading,PA,0.99
7031,19605,39103,Reading,PA,358,Reading,PA,0.99
7032,19606,39103,Reading,PA,358,Reading,PA,0.99
7033,19607,39103,Reading,PA,358,Reading,PA,0.99
7034,19608,39103,Reading,PA,358,Reading,PA,0.99
7035,19609,39103,Reading,PA,358,Reading,PA,0.99
7036,19610,39103,Reading,PA,358,Reading,PA,0.99
7037,19611,39103,Reading,PA,358,Reading,PA,0.99
7038,19612,39103,Reading,PA,358,Reading,PA,0.99
7039,19701,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7040,19702,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7041,19703,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7042,19706,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7043,19707,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7044,19708,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7045,19709,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7046,19710,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7047,19711,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7048,19712,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7049,19713,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7050,19714,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7051,19715,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7052,19716,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7053,19717,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7054,19718,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7055,19720,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7056,19721,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7057,19726,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7058,19730,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7059,19731,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7060,19732,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7061,19733,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7062,19734,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7063,19735,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7064,19736,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7065,19801,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7066,19802,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7067,19803,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7068,19804,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7069,19805,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7070,19806,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7071,19807,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7072,19808,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7073,19809,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7074,19810,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7075,19884,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7076,19890,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7077,19892,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7078,19894,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7079,19895,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7080,19896,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7081,19897,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7082,19898,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7083,19899,8005,Wilmington,DE,112,Wilmington,DE,4.160493827160494
7084,19901,8001,Dover,DE,112,Wilmington,DE,4.160493827160494
7085,19902,8001,Dover,DE,112,Wilmington,DE,4.160493827160494
7086,19903,8001,Dover,DE,112,Wilmington,DE,4.160493827160494
7087,19904,8001,Dover,DE,112,Wilmington,DE,4.160493827160494
7088,19930,8002,Lewes,DE,225,Salisbury,MD,0.6938775510204082
7089,19931,8004,Seaford,DE,225,Salisbury,MD,0.6938775510204082
7090,19933,8004,Seaford,DE,225,Salisbury,MD,0.6938775510204082
7091,19934,8001,Dover,DE,112,Wilmington,DE,4.160493827160494
7092,19936,8001,Dover,DE,112,Wilmington,DE,4.160493827160494
7093,19938,8001,Dover,DE,112,Wilmington,DE,4.160493827160494
7094,19939,8002,Lewes,DE,225,Salisbury,MD,0.6938775510204082
7095,19940,21029,Salisbury,MD,225,Salisbury,MD,0.6938775510204082
7096,19941,8003,Milford,DE,225,Salisbury,MD,0.6938775510204082
7097,19943,8001,Dover,DE,112,Wilmington,DE,4.160493827160494
7098,19944,8002,Lewes,DE,225,Salisbury,MD,0.6938775510204082
7099,19945,8002,Lewes,DE,225,Salisbury,MD,0.6938775510204082
7100,19946,8003,Milford,DE,225,Salisbury,MD,0.6938775510204082
7101,19947,8003,Milford,DE,225,Salisbury,MD,0.6938775510204082
7102,19950,8003,Milford,DE,225,Salisbury,MD,0.6938775510204082
7103,19951,8002,Lewes,DE,225,Salisbury,MD,0.6938775510204082
7104,19952,8003,Milford,DE,225,Salisbury,MD,0.6938775510204082
7105,19953,8001,Dover,DE,112,Wilmington,DE,4.160493827160494
7106,19954,8003,Milford,DE,225,Salisbury,MD,0.6938775510204082
7107,19955,8001,Dover,DE,112,Wilmington,DE,4.160493827160494
7108,19956,8004,Seaford,DE,225,Salisbury,MD,0.6938775510204082
7109,19958,8002,Lewes,DE,225,Salisbury,MD,0.6938775510204082
7110,19960,8003,Milford,DE,225,Salisbury,MD,0.6938775510204082
7111,19961,8001,Dover,DE,112,Wilmington,DE,4.160493827160494
7112,19962,8001,Dover,DE,112,Wilmington,DE,4.160493827160494
7113,19963,8003,Milford,DE,225,Salisbury,MD,0.6938775510204082
7114,19964,8001,Dover,DE,112,Wilmington,DE,4.160493827160494
7115,19966,8002,Lewes,DE,225,Salisbury,MD,0.6938775510204082
7116,19967,8002,Lewes,DE,225,Salisbury,MD,0.6938775510204082
7117,19968,8003,Milford,DE,225,Salisbury,MD,0.6938775510204082
7118,19969,8002,Lewes,DE,225,Salisbury,MD,0.6938775510204082
7119,19970,8002,Lewes,DE,225,Salisbury,MD,0.6938775510204082
7120,19971,8002,Lewes,DE,225,Salisbury,MD,0.6938775510204082
7121,19973,8004,Seaford,DE,225,Salisbury,MD,0.6938775510204082
7122,19975,21029,Salisbury,MD,225,Salisbury,MD,0.6938775510204082
7123,19977,8001,Dover,DE,112,Wilmington,DE,4.160493827160494
7124,19979,8001,Dover,DE,112,Wilmington,DE,4.160493827160494
7125,19980,8001,Dover,DE,112,Wilmington,DE,4.160493827160494
7126,20001,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7127,20002,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7128,20003,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7129,20004,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7130,20005,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7131,20006,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7132,20007,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7133,20008,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7134,20009,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7135,20010,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7136,20011,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7137,20012,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7138,20013,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7139,20015,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7140,20016,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7141,20017,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7142,20018,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7143,20019,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7144,20020,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7145,20024,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7146,20026,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7147,20027,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7148,20029,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7149,20030,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7150,20032,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7151,20033,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7152,20035,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7153,20036,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7154,20037,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7155,20038,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7156,20039,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7157,20040,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7158,20041,49046,Reston,VA,426,Arlington,VA,2.3367875647668392
7159,20042,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7160,20043,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7161,20044,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7162,20045,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7163,20047,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7164,20049,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7165,20052,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7166,20053,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7167,20055,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7168,20056,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7169,20057,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7170,20058,21003,Bethesda,MD,113,Washington,DC,1.5762004175365345
7171,20059,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7172,20060,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7173,20062,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7174,20063,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7175,20064,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7176,20065,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7177,20066,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7178,20069,49014,Falls Church,VA,426,Arlington,VA,2.3367875647668392
7179,20070,49014,Falls Church,VA,426,Arlington,VA,2.3367875647668392
7180,20071,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7181,20073,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7182,20076,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7183,20090,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7184,20091,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7185,20101,49028,Leesburg,VA,426,Arlington,VA,2.3367875647668392
7186,20103,49046,Reston,VA,426,Arlington,VA,2.3367875647668392
7187,20104,49046,Reston,VA,426,Arlington,VA,2.3367875647668392
7188,20105,49028,Leesburg,VA,426,Arlington,VA,2.3367875647668392
7189,20106,49060,Warrenton,VA,426,Arlington,VA,2.3367875647668392
7190,20108,49033,Manassas,VA,426,Arlington,VA,2.3367875647668392
7191,20109,49033,Manassas,VA,426,Arlington,VA,2.3367875647668392
7192,20110,49033,Manassas,VA,426,Arlington,VA,2.3367875647668392
7193,20111,49033,Manassas,VA,426,Arlington,VA,2.3367875647668392
7194,20112,49033,Manassas,VA,426,Arlington,VA,2.3367875647668392
7195,20113,49033,Manassas,VA,426,Arlington,VA,2.3367875647668392
7196,20115,49060,Warrenton,VA,426,Arlington,VA,2.3367875647668392
7197,20117,49028,Leesburg,VA,426,Arlington,VA,2.3367875647668392
7198,20119,49060,Warrenton,VA,426,Arlington,VA,2.3367875647668392
7199,20120,49013,Fairfax,VA,426,Arlington,VA,2.3367875647668392
7200,20121,49013,Fairfax,VA,426,Arlington,VA,2.3367875647668392
7201,20122,49013,Fairfax,VA,426,Arlington,VA,2.3367875647668392
7202,20124,49013,Fairfax,VA,426,Arlington,VA,2.3367875647668392
7203,20128,49060,Warrenton,VA,426,Arlington,VA,2.3367875647668392
7204,20129,49028,Leesburg,VA,426,Arlington,VA,2.3367875647668392
7205,20130,49063,Winchester,VA,435,Winchester,VA,1.0
7206,20131,49028,Leesburg,VA,426,Arlington,VA,2.3367875647668392
7207,20132,49028,Leesburg,VA,426,Arlington,VA,2.3367875647668392
7208,20135,49063,Winchester,VA,435,Winchester,VA,1.0
7209,20136,49033,Manassas,VA,426,Arlington,VA,2.3367875647668392
7210,20137,49060,Warrenton,VA,426,Arlington,VA,2.3367875647668392
7211,20138,49060,Warrenton,VA,426,Arlington,VA,2.3367875647668392
7212,20139,49060,Warrenton,VA,426,Arlington,VA,2.3367875647668392
7213,20140,49060,Warrenton,VA,426,Arlington,VA,2.3367875647668392
7214,20141,49028,Leesburg,VA,426,Arlington,VA,2.3367875647668392
7215,20143,49033,Manassas,VA,426,Arlington,VA,2.3367875647668392
7216,20144,49060,Warrenton,VA,426,Arlington,VA,2.3367875647668392
7217,20146,49028,Leesburg,VA,426,Arlington,VA,2.3367875647668392
7218,20147,49028,Leesburg,VA,426,Arlington,VA,2.3367875647668392
7219,20148,49028,Leesburg,VA,426,Arlington,VA,2.3367875647668392
7220,20149,49028,Leesburg,VA,426,Arlington,VA,2.3367875647668392
7221,20151,49013,Fairfax,VA,426,Arlington,VA,2.3367875647668392
7222,20152,49013,Fairfax,VA,426,Arlington,VA,2.3367875647668392
7223,20153,49013,Fairfax,VA,426,Arlington,VA,2.3367875647668392
7224,20155,49033,Manassas,VA,426,Arlington,VA,2.3367875647668392
7225,20156,49033,Manassas,VA,426,Arlington,VA,2.3367875647668392
7226,20158,49028,Leesburg,VA,426,Arlington,VA,2.3367875647668392
7227,20159,49028,Leesburg,VA,426,Arlington,VA,2.3367875647668392
7228,20160,49028,Leesburg,VA,426,Arlington,VA,2.3367875647668392
7229,20164,49046,Reston,VA,426,Arlington,VA,2.3367875647668392
7230,20165,49028,Leesburg,VA,426,Arlington,VA,2.3367875647668392
7231,20166,49046,Reston,VA,426,Arlington,VA,2.3367875647668392
7232,20167,49046,Reston,VA,426,Arlington,VA,2.3367875647668392
7233,20168,49033,Manassas,VA,426,Arlington,VA,2.3367875647668392
7234,20169,49033,Manassas,VA,426,Arlington,VA,2.3367875647668392
7235,20170,49046,Reston,VA,426,Arlington,VA,2.3367875647668392
7236,20171,49046,Reston,VA,426,Arlington,VA,2.3367875647668392
7237,20172,49046,Reston,VA,426,Arlington,VA,2.3367875647668392
7238,20175,49028,Leesburg,VA,426,Arlington,VA,2.3367875647668392
7239,20176,49028,Leesburg,VA,426,Arlington,VA,2.3367875647668392
7240,20177,49028,Leesburg,VA,426,Arlington,VA,2.3367875647668392
7241,20178,49028,Leesburg,VA,426,Arlington,VA,2.3367875647668392
7242,20180,49028,Leesburg,VA,426,Arlington,VA,2.3367875647668392
7243,20181,49033,Manassas,VA,426,Arlington,VA,2.3367875647668392
7244,20182,49033,Manassas,VA,426,Arlington,VA,2.3367875647668392
7245,20184,49063,Winchester,VA,435,Winchester,VA,1.0
7246,20186,49060,Warrenton,VA,426,Arlington,VA,2.3367875647668392
7247,20187,49060,Warrenton,VA,426,Arlington,VA,2.3367875647668392
7248,20188,49060,Warrenton,VA,426,Arlington,VA,2.3367875647668392
7249,20189,49028,Leesburg,VA,426,Arlington,VA,2.3367875647668392
7250,20190,49046,Reston,VA,426,Arlington,VA,2.3367875647668392
7251,20191,49046,Reston,VA,426,Arlington,VA,2.3367875647668392
7252,20192,49046,Reston,VA,426,Arlington,VA,2.3367875647668392
7253,20194,49046,Reston,VA,426,Arlington,VA,2.3367875647668392
7254,20195,49046,Reston,VA,426,Arlington,VA,2.3367875647668392
7255,20197,49028,Leesburg,VA,426,Arlington,VA,2.3367875647668392
7256,20198,49060,Warrenton,VA,426,Arlington,VA,2.3367875647668392
7257,20201,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7258,20202,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7259,20203,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7260,20204,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7261,20206,49002,Alexandria,VA,426,Arlington,VA,2.3367875647668392
7262,20207,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7263,20208,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7264,20210,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7265,20211,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7266,20212,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7267,20213,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7268,20215,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7269,20216,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7270,20217,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7271,20218,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7272,20219,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7273,20220,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7274,20221,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7275,20222,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7276,20223,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7277,20224,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7278,20226,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7279,20227,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7280,20228,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7281,20229,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7282,20230,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7283,20233,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7284,20235,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7285,20237,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7286,20239,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7287,20240,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7288,20241,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7289,20242,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7290,20244,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7291,20245,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7292,20250,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7293,20254,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7294,20260,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7295,20268,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7296,20270,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7297,20289,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7298,20301,49003,Arlington,VA,426,Arlington,VA,2.3367875647668392
7299,20303,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7300,20306,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7301,20310,49003,Arlington,VA,426,Arlington,VA,2.3367875647668392
7302,20318,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7303,20319,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7304,20330,49003,Arlington,VA,426,Arlington,VA,2.3367875647668392
7305,20340,9001,Washington,DC,113,Washington,DC,1.5762004175365345
7306,20350,49003,Arlington,VA,426,Arlington,VA,2.3367875647668392
