,STCOUNTYFP,icu_beds
245,1081,28.994681508967226
246,42041,26.961325966850815
247,1083,36.64280687644517
248,42043,57.995430857005545
249,1085,10.985234450923228
250,42045,248.12677595628423
251,1087,22.928241231557557
252,42047,18.826923759809667
253,1089,98.85057471264373
254,42049,42.68077601410932
255,1091,39.376822157434404
256,42051,118.32914046862122
257,1093,19.69679300291545
258,42053,9.248884390942555
259,1095,30.505294728728934
260,42055,40.110497237569035
261,1097,151.5
262,42057,14.609226030411183
263,1099,34.049114698144066
264,42059,28.696107382550334
265,1101,52.787500000000016
266,42061,18.25128204327999
267,1103,28.379947052712716
268,42063,76.31306468940065
269,1105,10.383556851311953
270,42065,42.80762401903342
271,1107,12.889999999999999
272,42067,13.391987441888043
273,1109,6.5913145539906095
274,42069,29.180041152263357
275,1111,18.383333333333333
276,42071,83.23998411935841
277,1113,16.299316119350618
278,42073,30.35956953996094
279,1115,53.68027210884353
280,42075,23.594125230202568
281,1117,69.60738581146742
282,42077,56.03168478260868
283,1119,14.239591836734695
284,42079,116.06520605634935
285,1121,28.609815354713312
286,42081,19.589692671394793
287,1123,22.04359815354713
288,42083,22.29457160396386
289,1125,74.16345966958215
290,42085,28.653156210762468
291,1127,53.30715257531584
292,42087,14.118320050848288
293,1129,42.0
294,42089,59.08683846336654
295,1131,33.654761904761905
296,42091,325.14385750772175
297,1133,30.674441205053448
298,42093,4.010638297872339
299,42095,46.20652173913042
300,42097,19.165212765957445
301,42099,16.02209944751381
302,42101,320.07431693989076
303,42103,16.402799972410364
304,42105,11.131585715591827
305,42107,61.59711386019699
306,42109,13.826966027976958
307,42111,25.03603578090524
308,42113,7.870378250591015
309,42115,18.59278648306426
310,42117,18.400511694767008
311,42119,10.39943575878688
312,42121,16.063293798752408
313,42123,20.811287477954135
314,42125,109.01321065958649
315,42127,22.787091230026004
316,42129,155.27728717767573
317,42131,8.725349794238683
318,42133,94.4196492913765
319,34001,121.97199170124486
320,34003,157.65602129445955
321,34005,141.9248667891073
322,34007,135.66597510373447
323,34009,79.61618257261411
324,34011,79.93464730290454
325,34013,301.2493868950987
326,34015,135.3582109976562
327,34017,143.90539345711758
328,34019,144.56170437723867
329,34021,150.39937548790016
330,34023,190.5699889094935
331,34025,207.08961068408038
332,34027,74.13781631786739
333,34029,118.46887966804982
334,34031,98.03470235564205
335,34033,48.30182968152834
336,34035,76.83387858960377
337,34037,29.58807492462635
338,34039,151.54069848726337
339,34041,24.435891895592697
340,26001,16.305999999999997
341,26003,4.791666666666666
342,26005,36.36492248062015
343,26007,11.221333333333334
344,26009,8.006218202374223
345,26011,12.623999999999999
346,26013,3.3977272727272725
347,26015,18.277131782945734
348,26017,24.546666666666667
349,26019,4.412568306010929
350,26021,29.788080168776375
351,26023,12.052083333333334
352,26025,26.14753177586824
353,26027,16.441877637130798
354,26029,6.448275862068965
355,26031,13.873563218390805
356,26033,16.54819749216301
357,26035,9.84614198286414
358,26037,27.857894736842102
359,26039,1.123704541172037
360,26041,4.791666666666667
361,26043,11.357833655705994
362,26045,25.263494492044064
363,26047,9.183908045977011
364,26049,94.85440545808972
365,26051,5.084666666666667
366,26053,10.455615097856477
367,26055,6.021857923497268
368,26057,35.8480701754386
369,26059,38.02529761904761
370,26061,7.753787878787878
371,26063,29.105333333333327
372,26065,58.71055316863588
373,26067,28.98174214606283
374,26069,16.305999999999997
375,26071,3.8333333333333335
376,26073,24.676159934720523
377,26075,71.94852533118511
378,26077,37.64583333333333
379,26079,2.751366120218579
380,26081,87.01550387596893
381,26083,2.352272727272727
382,26085,15.040157580378702
383,26087,40.79109401709402
384,26089,5.814207650273225
385,26091,58.1156462585034
386,26093,50.80899271989496
387,26095,0.5227272727272727
388,26097,10.947492163009406
389,26099,219.97527472527483
390,26101,8.129418332334842
391,26103,6.96969696969697
392,26105,11.53104859938638
393,26107,21.01481028151775
394,26109,11.384912959381044
395,26111,26.38014035087719
396,26113,12.25581930426524
397,26115,74.07741496598639
398,26117,35.46521827825378
399,26119,3.8050574712643677
400,26121,24.460132890365447
401,26123,23.117386489479514
402,26125,379.6781266352694
403,26127,14.022702104097455
404,26129,10.870666666666668
405,26131,9.605562851252506
406,26133,9.35871073031416
407,26135,10.287103448275861
408,26137,5.1478236291690225
409,26139,41.44518272425248
410,26141,9.012781609195402
411,26143,5.433278688524591
412,26145,51.93235477582844
413,26147,110.81844729344725
414,26149,14.354166666666666
415,26151,62.91587464387462
416,26153,2.265151515151515
417,26155,32.88022134701835
418,26157,29.808296296296298
419,26159,18.729166666666668
420,26161,79.28651092015751
421,26163,423.78430664573494
422,26165,8.070402846613293
423,18001,20.94277108433735
424,18003,119.70230923694776
425,18005,36.282258064516135
426,18007,4.072916666666667
427,18009,8.149816273893228
428,18011,27.94256272401434
429,18013,17.091642228739005
430,18015,32.520702997719134
431,18017,28.90351658685673
432,18019,25.28083028083029
433,18021,24.83091669381992
434,18023,16.293165526230045
435,18025,10.337194377438282
436,18027,8.611382113821138
437,18029,20.957055214723937
438,18031,17.091642228739005
439,18033,20.94277108433735
440,18035,22.29618768328446
441,18037,15.417418624735701
442,18039,27.616033755274266
443,18041,15.292521994134898
444,18043,12.023809523809527
445,18045,12.535612953354889
446,18047,34.506323876005254
447,18049,21.089004818412448
448,18051,17.760975609756102
449,18053,33.704105571847506
450,18055,35.51043576776596
451,18057,60.87023460410559
452,18059,25.78739002932552
453,18061,24.04761904761905
454,18063,41.67961876832845
455,18065,47.67829912023462
456,18067,34.05768572825025
457,18069,12.51448285811869
458,18071,18.616257398515465
459,18073,17.635910177039207
460,18075,9.580923694779116
461,18077,8.890084825568698
462,18079,26.154838888709858
463,18081,26.387096774193555
464,18083,19.160885275519423
465,18085,34.327398200396516
466,18087,21.319467744395297
467,18089,178.71851851851844
468,18091,27.153258321612757
469,18093,27.003702390799166
470,18095,45.877565982404704
471,18097,162.22067448680346
472,18099,17.654478674190436
473,18101,10.711753793893843
474,18103,34.301238026831705
475,18105,57.57184750733139
476,18107,26.96794558488107
477,18109,26.986803519061585
478,18111,21.86848290598291
479,18113,25.01525087692543
480,18115,6.386585466340069
481,18117,13.228810253475874
482,18119,20.96127946127946
483,18121,15.376162228850399
484,18123,15.821077161321066
485,18125,11.97520325203252
486,18127,43.43891233005157
487,18129,6.727642276422765
488,18131,18.22811262206934
489,18133,30.877783208428376
490,18135,14.729288414655688
491,18137,34.30349054270488
492,18139,30.285190615835784
493,18141,52.00421940928271
494,18143,5.85775335775336
495,18145,30.585043988269803
496,18147,22.29837398373984
497,18149,14.063079687579485
498,18151,15.19377510040161
499,18153,9.679012345679013
500,18155,14.305688517344961
501,18157,13.91112943955686
502,18159,23.088709677419356
503,18161,7.758563769497869
504,18163,52.47560975609758
505,18165,10.496866096866096
506,18167,23.044359364251832
507,18169,28.369982569574486
508,18171,4.444818376068376
509,18173,10.360569105691058
510,18175,11.939315165121618
511,18177,47.37727272727274
512,18179,25.644989047097482
513,18181,18.121140843923104
514,18183,8.828815261044177
515,10001,64.83597883597884
516,10003,191.3827160493829
517,10005,15.612244897959188
518,51001,58.33520074696543
519,51003,19.166666666666668
520,51005,6.455497382198952
521,51007,6.9559228650137745
522,51009,8.354166666666668
523,51011,6.147555096418733
524,51013,70.68782383419685
525,51015,20.833333333333332
526,51017,4.476439790575916
527,51019,17.026178010471206
528,51021,5.717277486910994
529,51023,14.769633507853403
530,51025,25.632575757575765
531,51027,22.461988304093566
532,51029,7.178202479338843
533,51031,10.0
534,51033,23.128443526170805
535,51035,26.98497052685535
536,51036,5.351904626199297
537,51037,23.16927390791028
538,51041,25.215220385674932
539,51043,4.416666666666666
540,51045,3.5732984293193715
541,51047,16.31649038667409
542,51049,7.108126721763085
543,51051,11.963450292397662
544,51053,14.955234159779614
545,51057,14.259641873278236
546,51059,166.49611398963717
547,51061,43.674417276866635
548,51063,9.51397991188567
549,51065,5.278925619834711
550,51067,17.324714372432336
551,51069,8.916666666666666
552,51071,11.19633507853403
553,51073,26.712643678160912
554,51075,20.407713498622588
555,51077,16.743697386780884
556,51079,3.6666666666666665
557,51081,7.373278236914601
558,51083,48.32427536231884
559,51085,14.781336088154273
560,51087,31.997245179063377
561,51089,30.190104530873946
562,51091,7.0
563,51093,16.659755089775373
564,51095,7.885057471264368
565,51097,22.27966182198157
566,51099,13.564049586776859
567,51101,8.694903581267218
568,51103,19.476584022038573
569,51105,15.062219502243986
570,51107,66.1791882556131
571,51109,7.278581267217631
572,51111,16.099351077117877
573,51113,18.333333333333336
574,51115,31.86206896551723
575,51117,34.26742723679483
576,51119,23.8629001614895
577,51121,14.293193717277486
578,51125,11.479166666666666
579,51127,9.852474589151704
580,51131,30.529411764705873
581,51133,14.955234159779614
582,51135,9.564393939393941
583,51137,8.33677685950413
584,51139,4.5
585,51141,29.40056392503468
586,51143,53.16548784321378
587,51145,4.869146005509641
588,51147,12.937327823691458
589,51149,7.8254132231404965
590,51153,49.85146804835922
591,51155,7.265706806282722
592,51157,8.867443868739205
593,51159,8.69490358126722
594,51161,8.933246073298427
595,51163,12.017015706806282
596,2013,2.269230769230769
597,51165,18.5
598,51167,11.230994152046785
599,2016,3.176923076923077
600,51169,9.76608187134503
601,51171,13.833333333333334
602,2020,13.615384615384619
603,51173,10.671504240531522
604,51175,16.768351968886726
605,51177,16.310261707988982
606,51179,25.291333019312297
607,51181,13.14395631277431
608,51183,14.997209168332162
609,51185,27.340030923731668
610,51187,4.916666666666667
611,51191,13.428362573099415
612,51193,22.60674931129477
613,51195,9.76608187134503
614,51197,10.90454484433542
615,51199,17.54022988505747
616,2050,12.253846153846156
617,2060,1.3615384615384614
618,2068,1.8153846153846152
619,2070,3.176923076923077
620,46003,1.72008547008547
621,46005,3.327991452991453
622,2090,5.900000000000001
623,46007,4.335470085470085
624,2100,0.4538461538461538
625,2105,2.723076923076923
626,46009,1.8696581196581197
627,2110,1.3615384615384614
628,46011,3.365384615384615
629,2122,6.807692307692309
630,46013,6.207264957264959
631,2130,0.9076923076923076
632,46015,1.233974358974359
633,46017,1.346153846153846
634,2150,2.723076923076923
635,46019,3.0452674897119336
636,2164,5.446153846153847
637,46021,2.8169014084507045
638,2170,4.992307692307693
639,46023,3.3279914529914527
640,2180,6.353846153846155
641,2185,4.084615384615385
642,2188,4.992307692307693
643,46025,3.4775641025641026
644,2195,1.3615384615384614
645,2198,3.630769230769231
646,46027,1.8346637639090466
647,46029,2.355769230769231
648,46031,5.633802816901409
649,2220,0.4538461538461538
650,46033,4.5679012345679
651,2230,0.4538461538461538
652,35001,61.10895660203145
653,35003,8.246537396121884
654,35005,11.259969339556868
655,35006,15.858725761772853
656,35007,12.686980609418285
657,2240,3.176923076923077
658,35009,17.188959660297236
659,46035,0.9722222222222222
660,35011,2.5373961218836567
661,35013,71.79838709677418
662,35015,16.79453746669725
663,46037,3.3335470085470087
664,35017,23.470914127423832
665,35019,6.977839335180056
666,35021,8.480566670086523
667,35023,3.8060941828254853
668,35025,25.880163029094692
669,46039,2.243589743589743
670,35027,19.030470914127427
671,35028,1.9030470914127426
672,2261,3.630769230769231
673,35029,7.427419354838709
674,35031,26.008310249307492
675,35033,14.590027700831026
676,35035,38.40579483513538
677,46041,5.207442183968006
678,35037,15.159700262718975
679,2270,5.446153846153847
680,35039,32.986149584487556
681,35041,25.39278131634819
682,2275,0.9076923076923076
683,35043,23.259464450600195
684,35045,21.567867036011087
685,46043,2.3557692307692304
686,35047,19.664819944598342
687,35049,21.77931671283473
688,2282,0.4538461538461538
689,35051,24.758064516129036
690,35053,11.418282548476455
691,35055,26.642659279778407
692,46045,2.0042584567232455
693,35057,10.572483841181903
694,2290,14.069230769230773
695,35059,7.786391539277043
696,35061,9.515235457063714
697,46047,4.111111111111111
698,46049,2.430555555555556
699,46051,3.5523504273504276
700,46053,2.393162393162393
701,46055,2.5002374169040835
702,46057,2.9914529914529915
703,51510,27.067789291882555
704,46059,2.65491452991453
705,51520,4.883040935672515
706,46061,1.458333333333333
707,51530,0.7146596858638743
708,46063,5.1921984582391465
709,51540,4.0
710,46065,0.7478632478632478
711,51550,21.10675381263616
712,46067,2.8792735042735043
713,46069,1.346153846153846
714,51570,1.0433884297520661
715,46071,3.654320987654321
716,27001,12.840719824469545
717,27003,23.350738560066105
718,51580,0.4764397905759162
719,27005,7.979742060181323
720,46073,0.6356837606837606
721,27007,7.128205128205129
722,27009,5.764964879661193
723,27011,7.965765615440236
724,27013,20.195227765726678
725,51590,4.503105590062113
726,27015,10.674620390455534
727,46075,1.346153846153846
728,27017,18.492816091954026
729,27019,18.89696312364425
730,51595,0.41735537190082644
731,27021,19.489624919548994
732,27023,9.087852494577005
733,51600,5.841968911917098
734,27025,17.182492338945703
735,46077,3.141025641025641
736,27027,7.573717948717949
737,27029,2.0939102564102563
738,27031,10.913793103448276
739,27033,5.5934493019634015
740,51610,7.399827288428324
741,27035,20.195227765726678
742,46079,3.6645299145299144
743,27037,39.92231777020281
744,27039,10.108680806620068
745,27041,13.367519248647232
746,27043,17.33156583915803
747,51620,0.7538126361655774
748,27045,17.06407407407407
749,46081,5.176954732510288
750,27047,29.027777777777775
751,27049,19.29236821265021
752,27051,4.53342997385839
753,27053,133.50037444478886
754,51630,5.564738292011019
755,27055,4.9399999999999995
756,27057,3.757968046053729
757,27059,12.903010191784595
758,27061,43.47805250761905
759,27063,3.477564102564103
760,51640,1.1375291375291374
761,27065,6.058568329718003
762,27067,20.43053403574011
763,27069,2.447368421052632
764,27071,17.60937371327246
765,27073,5.326376142536663
766,51650,24.13793103448275
767,27075,11.823275862068964
768,27077,1.087719298245614
769,27079,10.81887201735358
770,27081,1.4209401709401708
771,27083,4.679612325490852
772,51660,3.0
773,27085,13.848156182212586
774,27087,1.96025641025641
775,27089,4.830026990553306
776,27091,15.888963049483655
777,27093,8.337955789691149
778,51670,1.0433884297520661
779,27095,10.975402850945148
780,27097,19.615161140378063
781,27099,27.97222222222222
782,27101,4.412393162393163
783,51678,0.4764397905759162
784,27103,10.09761388286334
785,51680,7.291666666666668
786,27105,5.534188034188036
787,27107,5.303913630229419
788,51683,3.1157167530224523
789,27109,29.203703703703695
790,51685,4.284110535405873
791,27111,22.388029506646653
792,27113,1.4271817363922625
793,51690,1.501035196687371
794,27115,19.366008427456553
795,27117,1.6826923076923075
796,27119,6.148976608187136
797,27121,8.047412457390767
798,27123,44.47313896636021
799,51700,18.344827586206893
800,27125,1.2958389563652721
801,27127,20.366084505997737
802,27129,15.579175704989154
803,27131,15.047963364666185
804,27133,3.4027777777777777
805,51710,44.09803921568626
806,27135,2.170816464237517
807,27137,81.11055738399783
808,27139,11.972885032537961
809,27141,6.657073132940813
810,27143,13.126898047722344
811,51720,0.7324561403508772
812,27145,24.232310711703338
813,27147,12.768558688840685
814,27149,7.5010845986984815
815,27151,8.455608924697861
816,27153,12.636866026236962
817,51730,4.347451790633609
818,27155,6.595343873407865
819,27157,17.24074074074074
820,27159,2.9547593422484963
821,51735,0.9655172413793104
822,27161,10.189202217401782
823,27163,38.4265873015873
824,51740,16.5838779956427
825,27165,9.114457607950015
826,27167,2.8958333333333335
827,27169,11.235185185185186
828,27171,23.735022208449536
829,27173,11.080478150434766
830,51750,5.359947643979057
831,51760,43.12672176308541
832,19001,5.888077167363191
833,51770,48.596858638743484
834,19003,4.76451291371111
835,19005,5.265
836,19007,6.049132947976879
837,51775,1.6675392670157065
838,19009,5.871714862910242
839,19011,12.524127087399695
840,19013,8.578616352201259
841,19015,9.073699421965319
842,19017,5.698986722571628
843,19019,6.379491072074026
844,19021,3.80435399660506
845,51790,2.0
846,19023,5.217822464967449
847,19025,5.91992038390228
848,19027,8.544415400381085
849,19029,7.056096851498993
850,19031,11.609572487256287
851,51800,19.488994065058968
852,19033,2.447368421052632
853,19035,4.470670053217223
854,19037,9.511264849755413
855,19039,3.9450867052023115
856,19041,4.785748126584096
857,51810,40.70588235294117
858,19043,10.266791494190013
859,19045,25.141141141141127
860,19047,14.731791061595306
861,19049,11.440751445086708
862,19051,4.989189115497874
863,51820,0.8333333333333333
864,19053,5.391618497109828
865,19055,7.392761952357154
866,19057,11.845345345345343
867,19059,3.7019230769230775
868,19061,6.452357154755957
869,51830,4.988505747126437
870,19063,2.548202069080594
871,19065,10.807005349526493
872,19067,7.436890838206626
873,19069,3.5401646566519904
874,19071,12.693905817174516
875,51840,2.0
876,19073,6.509393063583817
877,19075,6.613198458574181
878,19077,6.374617712519815
879,19079,7.955924855491331
880,19081,1.8750000000000002
881,19083,5.896049187479551
882,19085,13.778855032317635
883,19087,10.507040058926853
884,19089,12.165458089668613
885,19091,6.779167934286583
886,19093,3.116378334117319
887,19095,14.798732266269525
888,19097,8.084410497453975
889,19099,10.58598265895954
890,19101,10.97877358490566
891,19103,22.007961035205668
892,19105,8.209125167146157
893,19107,16.95232577162177
894,19109,8.727293081914702
895,19111,15.748810130885605
896,19113,20.74195763753343
897,19115,11.957490509377303
898,19117,3.6820809248554918
899,19119,4.098149492017416
900,19121,6.509393063583816
901,19123,9.017968153560913
902,19125,8.942196531791907
903,19127,10.059971098265898
904,19129,9.656048014773779
905,19131,3.535575048732943
906,19133,10.275536159166533
907,19135,2.8970716544879487
908,19137,7.09556786703601
909,19139,10.517649725196897
910,19141,4.252378648605064
911,19143,2.0041323980003223
912,19145,12.086334256694368
913,19147,3.226824982643358
914,19149,5.595428156748912
915,19151,5.9210220173620876
916,19153,41.35765895953759
917,19155,22.78393351800554
918,19157,7.707176887889353
919,19159,6.312138728323701
920,19161,5.671229141673028
921,19163,30.185888718907577
922,19165,15.498310729668711
923,19167,5.3367803580067745
924,19169,11.44075144508671
925,19171,7.897702058284851
926,19173,6.460859899978117
927,19175,5.0628612716763
928,19177,10.380998473115934
929,19179,8.727192169266004
930,19181,10.059971098265898
931,19183,9.129716981132077
932,19185,6.838150289017341
933,19187,11.046242774566476
934,19189,4.175476652585911
935,19191,6.588333333333332
936,19193,11.823951636788102
937,11001,345.1878914405021
938,19195,1.6184210526315792
939,19197,3.6236689990873128
940,44001,9.888349514563107
941,44003,28.252427184466026
942,44005,25.848008034817543
943,44007,127.1359223300971
944,44009,63.56796116504856
945,36001,50.44181034482753
946,36003,45.123687223134745
947,36005,224.8313108254235
948,36007,16.61146872653149
949,36009,56.509982753076685
950,36011,22.1555184892005
951,36013,46.96571077786545
952,36015,18.132372372372373
953,36017,12.3400448653208
954,36019,12.854986876640421
955,36021,32.644937628085195
956,36023,9.178496065263847
957,36025,24.1872789566755
958,36027,37.415923950494786
959,36029,162.10865561694303
960,36031,18.350540772920635
961,36033,11.77624671916011
962,36035,6.891965075154729
963,36037,25.238415210790897
964,36039,29.129310344827587
965,36041,9.717911297228431
966,36043,22.214664513575208
967,36045,39.33054393305439
968,36047,297.04887837811344
969,36049,16.709365947859673
970,36051,30.71720546513363
971,36053,21.58624342881665
972,36055,77.24366631825198
973,36057,9.122236958443855
974,36059,290.75080956960323
975,36061,800.7512315270922
976,36063,44.79742173112339
977,36065,52.06923881557775
978,36067,58.0944909344491
979,36069,26.638513513513505
980,36071,111.16264270749174
981,36073,19.093624010751082
982,36075,22.287308228730826
983,36077,21.775477786533184
984,36079,18.844891874557543
985,36081,300.5855101760445
986,36083,22.44827586206896
987,36085,87.24137931034481
988,36087,55.67241379310343
989,36089,35.87736797021712
990,36091,16.368534482758616
991,36093,11.758620689655173
992,36095,12.940981432360743
993,36097,16.41634326634327
994,36099,13.194386694386697
995,36101,35.09572534072534
996,36103,395.0734615494857
997,36105,48.50828353635747
998,36107,9.093121390621388
999,36109,17.08919517683116
1000,36111,53.41558031959625
1001,36113,18.446986152592995
1002,36115,18.17730111322291
1003,36117,25.575502280523196
1004,36119,217.27795560019618
1005,36121,25.70777960280722
1006,36123,12.659476784476787
1007,28001,10.090206185567009
1008,28003,5.137395459976105
1009,28005,8.929778604022308
1010,28007,6.4368556701030935
1011,28009,7.942652329749104
1012,28011,23.118279569892472
1013,28013,6.392642642642644
1014,28015,13.425513142007985
1015,28017,4.737237237237237
1016,28019,7.233676975945017
1017,28021,5.219072164948454
1018,28023,7.043367346938775
1019,28025,4.566066066066066
1020,28027,12.458183990442054
1021,28029,11.481958762886599
1022,28031,7.637150220913109
1023,28033,13.614097968936676
1024,28035,13.559523809523812
1025,28037,6.610824742268042
1026,28039,1.8432539682539684
1027,28041,9.059523809523812
1028,28043,4.1493993993994005
1029,28045,81.37716687552216
1030,28047,69.8060515873016
1031,28049,66.10824742268044
1032,28051,10.43814432989691
1033,28053,7.654639175257732
1034,28055,8.773186638584045
1035,28057,7.600000000000001
1036,28059,38.18105158730159
1037,28061,14.649943310657598
1038,28063,6.262886597938145
1039,28065,9.694403534609723
1040,28067,15.17857142857143
1041,28069,7.076530612244897
1042,28071,7.47244825470632
1043,28073,4.305003272786778
1044,28075,9.887755102040815
1045,28077,6.436855670103094
1046,28079,8.758179044813803
1047,28081,13.377777777777778
1048,28083,15.657216494845361
1049,28085,15.135309278350514
1050,28087,13.444444444444446
1051,28089,21.050257731958766
1052,28091,6.445814923907708
1053,28093,9.102602602602602
1054,28095,11.444444444444445
1055,28097,6.118812111080152
1056,28099,3.3106196086682096
1057,28101,6.221386492741426
1058,28103,2.2862811791383217
1059,28105,5.692743764172336
1060,28107,7.744881978752946
1061,28109,27.648705096073517
1062,28111,7.251984126984128
1063,28113,12.351804123711341
1064,28115,11.204204204204204
